paper_id,folder,folder_path,title,first_author,doi,pmid,pmcid,year,journal,attachment_key,md5,status,detail,warning,verdict,title_score,set,fetched_at
6ZBKV6U3,FIC,Boring Task / FIC,Protocol of a parallel group Randomized Control Trial (RCT) for Mobile-assisted Medication Adherence Support (Ma-MAS) intervention among Tuberculosis patients.,Sahile,10.1371/journal.pone.0261758,34972128,PMC8719740,2021,PloS one,LRZ3PUVW,3c4352b6a9bbef35908b20efccd985f4,OK,downloaded,,,,testing,2026-08-06T22:20:33.717411+00:00
TKKUNEIW,FIC,Boring Task / FIC,Components of clean delivery kits and newborn mortality in the Zambia Chlorhexidine Application Trial (ZamCAT): An observational study.,Park,10.1371/journal.pmed.1003610,33951036,PMC8133479,2021,PLoS medicine,GVB8RT5B,0e52974c67b3526dba952688c54331cf,OK,downloaded,,,,testing,2026-08-06T22:20:34.302451+00:00
R45A8L28,FIC,Boring Task / FIC,"Isoniazid preventive therapy completion in children under 5 years old who are contacts of tuberculosis cases in Lima, Peru: study protocol for an open-label,  cluster-randomized superiority trial.",Otero,10.1186/s13063-022-07062-6,36694242,PMC9871424,2023,Trials,62622HVR,604eafe75003432ced6517ac525e910e,OK,downloaded,,,,testing,2026-08-06T22:20:34.774171+00:00
3A9HMGYL,FIC,Boring Task / FIC,"Body, Soul and Spirit, an adaptation of two evidence-based interventions to promote physical activity and healthy eating among adults in churches in Lagos  Nigeria: a three-arm cluster randomized controlled pilot trial.",Odukoya,10.1186/s40814-020-00600-6,32391167,PMC7203804,2020,Pilot and feasibility studies,3DCFQA92,a923a33841a32ca8ae6b0f54a4a44b45,OK,downloaded,,,,testing,2026-08-06T22:20:35.356781+00:00
J9F7U6CX,FIC,Boring Task / FIC,Culturally adaptive storytelling intervention versus didactic intervention to improve hypertension control in Vietnam- 12 month follow up results: A cluster  randomized controlled feasibility trial.,Nguyen,10.1371/journal.pone.0209912,30596749,PMC6312314,2018,PloS one,YCV2K4CN,bfe6127936b9a0d8091f4eb36b496d9f,OK,downloaded,,,,testing,2026-08-06T22:20:35.855648+00:00
A3H3NDHF,FIC,Boring Task / FIC,Erratum to: Culturally adaptive storytelling intervention versus didactic intervention to improve hypertension control in Vietnam: a cluster randomized  controlled feasibility trial.,Nguyen,10.1186/s40814-017-0149-4,28702217,PMC5471727,2018,Pilot and feasibility studies,ABG2TR8J,ffa6cf645c4154b93c6874e9a411057a,OK,downloaded,,,,testing,2026-08-06T22:20:36.402805+00:00
YB76TMBC,FIC,Boring Task / FIC,"Asthma, Airflow Obstruction, and Eosinophilic Airway Inflammation Prevalence in Western Kenya: A Population-Based Cross-Sectional Study.",Navuluri,10.3389/ijph.2023.1606030,37663373,PMC10468572,2023,International journal of public health,L5W6JVFB,d870d9c5a2b36f75baa0a6a994e87bf3,OK,downloaded,,,,testing,2026-08-06T22:20:36.845154+00:00
ZEP5L9DW,FIC,Boring Task / FIC,Effectiveness of intensive adherence counselling in achieving an undetectable viral load among people on antiretroviral therapy with low-level viraemia in  Uganda.,Nanyeenya,10.1111/hiv.13568,37853605,PMC11047222,2024,HIV medicine,GPS7N8A6,6309e1ef9a407380366fd3378c04a8f3,OK,downloaded,,,,testing,2026-08-06T22:20:37.367461+00:00
EKIGVQCE,FIC,Boring Task / FIC,Predictors of High Program Exposure Among Adolescents Participating in a Smoking Prevention Intervention in Romania.,Nădăşan,10.1177/1179173x19845337,31065218,PMC6487747,2019,Tobacco use insights,EYTDAHH5,d1352042787bc7e05e3be194be27f2c9,OK,downloaded,,,,testing,2026-08-06T22:20:37.792789+00:00
X8XMVS3Q,FIC,Boring Task / FIC,The Effects of Workplace-Based HIV Self-testing on Uptake of Testing and Linkage to HIV Care or Prevention by Men in Uganda (WISe-Men): Protocol for a Cluster  Randomized Trial.,Muwanguzi,10.2196/25099,34723826,PMC8593794,2021,JMIR research protocols,2QILMJQU,dee956700f4026ff1151d975b1d79bd5,OK,downloaded,,,,testing,2026-08-06T22:20:38.271428+00:00
CNYF84EG,FIC,Boring Task / FIC,Prevalence and factors associated with neonatal hypoglycemia in Northern Uganda: a community-based cross-sectional study.,Mukunya,10.1186/s41182-020-00275-y,33292804,PMC7640646,2020,Tropical medicine and health,IZYAEFBN,155817353b0cf831b69ed9521f47b0fc,OK,downloaded,,,,testing,2026-08-06T22:20:38.761005+00:00
XJLRU2YH,FIC,Boring Task / FIC,Stakeholders' experiences of ethical challenges in cluster randomized trials in a limited resource setting: a qualitative analysis.,Mtande,10.1177/17470161231191247,40370421,PMC12077595,2024,Research ethics,E9SEYQS4,d6db89d5b3069b2d00114db974f585a1,OK,downloaded,,,,testing,2026-08-06T22:20:39.285807+00:00
73BXTUZD,FIC,Boring Task / FIC,Factors associated with loss-to-follow-up of HIV-positive mothers and their infants enrolled in HIV care clinic: A qualitative study.,Mpinganjira,10.1186/s12889-020-8373-x,32143666,PMC7060526,2020,BMC public health,MPQW7JQC,1e1ba57c6f72fa264a47d8083c8e4530,OK,downloaded,,,,testing,2026-08-06T22:20:39.748359+00:00
N4NS7WMN,FIC,Boring Task / FIC,The impact of integrated nutrition-sensitive interventions on nutrition and health of children and women in rural Tanzania: study protocol for a  cluster-randomized controlled trial.,Mosha,10.1186/s40795-018-0238-7,32153890,PMC7050733,2018,BMC nutrition,7TC5E4NT,f9d9884c1ed24cbaa7bc2281bdbf1a3e,OK,downloaded,,,,testing,2026-08-06T22:20:40.279205+00:00
LJSQZ83J,FIC,Boring Task / FIC,Incidence and risk factors of neonatal infections in a rural Bangladeshi population: a community-based prospective study.,Mitra,10.1186/s41043-018-0136-2,29523194,PMC5845215,2018,"Journal of health, population, and nutrition",LPZFRBT5,ef4d0d24278074cc9dc3596351150e3f,OK,downloaded,,,,testing,2026-08-06T22:20:40.808102+00:00
N7Y2WLZH,FIC,Boring Task / FIC,"Incidence of childhood burn injuries and modifiable household risk factors in rural Ghana: A cluster-randomized, population-based, household survey.",Mehta,10.1016/j.burns.2020.09.001,33077331,PMC8019680,2021,Burns : journal of the International Society for Burn Injuries,CM3MUJPA,69fcfb6315f59eb7950c8de136ca58a0,OK,downloaded,,,,testing,2026-08-06T22:20:41.359258+00:00
AB6XKNVY,FIC,Boring Task / FIC,"When healthcare providers are supportive, 'I'd rather not test alone': Exploring uptake and acceptability of HIV self-testing for youth in Zimbabwe - A mixed  method study.",Mavodza,10.1002/jia2.25815,34569710,PMC8474521,2021,Journal of the International AIDS Society,FGQEJ5H2,17c89051f17a4e7172f758884f079b97,OK,downloaded,,,,testing,2026-08-06T22:20:41.863608+00:00
HQUCZ7RF,FIC,Boring Task / FIC,"'If I had not taken it [HIVST kit] home, my husband would not have come to the facility to test for HIV': HIV self-testing perceptions, delivery strategies, and  post-test experiences among pregnant women and their male partners in Central  Uganda.",Matovu,10.1080/16549716.2018.1503784,30092155,PMC6095038,2018,Global health action,6HG35BW9,b2dfc588de8d67088a67b81d189fa045,OK,downloaded,,,,testing,2026-08-06T22:20:42.273801+00:00
APKZZNH8,FIC,Boring Task / FIC,Nuestras Historias- Designing a novel digital story intervention through participatory methods to improve maternal and child health in the Peruvian  Amazon.,Limaye,10.1371/journal.pone.0205673,30396200,PMC6218201,2018,PloS one,WQ2PHHFF,bd0c17d0cb0bbb940904082fc8c53bb4,OK,downloaded,,,,testing,2026-08-06T22:20:42.815035+00:00
DBT2TU6U,FIC,Boring Task / FIC,Effectiveness of Cash Transfer Delivered Along With Combination HIV Prevention Interventions in Reducing the Risky Sexual Behavior of Adolescent Girls and Young  Women in Tanzania: Cluster Randomized Controlled Trial.,Kuringe,10.2196/30372,36121686,PMC9531008,2022,JMIR public health and surveillance,YZ8JKE3M,0fbf14bfceb37c9f320dc9c903c8a22d,OK,downloaded,,,,testing,2026-08-06T22:20:43.597103+00:00
FRIPQN6I,FIC,Boring Task / FIC,Tuberculosis Treatment Compliance Under Smartphone-Based Video-Observed Therapy Versus Community-Based Directly Observed Therapy: Protocol for a Cluster  Randomized Controlled Trial.,Kumwichar,10.2196/38796,35802403,PMC9308080,2022,JMIR research protocols,F5DMQB8N,1aff536b80818efec4837780501021b5,OK,downloaded,,,,testing,2026-08-06T22:20:44.129006+00:00
Y3HRMWYJ,FIC,Boring Task / FIC,Repeat HIV testing of individuals with discrepant HIV self-test results in Central Uganda.,Kisa,10.1186/s12981-019-0243-1,31514745,PMC6739989,2019,AIDS research and therapy,73M4692A,8494fa2b9d35e500513bea3df1763969,OK,downloaded,,,,testing,2026-08-06T22:20:44.665372+00:00
XNHTV6JK,FIC,Boring Task / FIC,Personalized Text Messages and Automated Calls for Improving Vaccine Coverage Among Children in Pakistan: Protocol for a Community-Based Cluster Randomized  Clinical Trial.,Kazi,10.2196/12851,31148544,PMC6658276,2019,JMIR research protocols,22Q2IVJF,b3a79eea247ef5aa90bb93f613b2fbf4,OK,downloaded,,,,testing,2026-08-06T22:20:45.174929+00:00
P9AJZFPI,FIC,Boring Task / FIC,"Effects of a Community Health Worker-Led Health Literacy Intervention on Lifestyle Modification Among Patients With Hypertension and Diabetes in the City  of Harare, Zimbabwe: Protocol for a Cluster Randomized Controlled Trial.",Katena,10.2196/47512,37788044,PMC10582805,2023,JMIR research protocols,6MFIAQY7,5ec0c8bb65fe1c1367ac361b02cfbbf8,OK,downloaded,,,,testing,2026-08-06T22:20:45.681790+00:00
4M4YTVEM,FIC,Boring Task / FIC,Effect of a Peer-led Lifestyle Intervention on Individuals With Normal Weight Obesity: Insights From the Kerala Diabetes Prevention Program.,Kapoor,10.1016/j.clinthera.2020.06.007,32718783,,2020,Clinical therapeutics,CAP5RCI4,be024d1b6440cc851ca483f5c06c95cd,OK,downloaded,,,,testing,2026-08-06T22:20:46.276212+00:00
TC6MJCXW,FIC,Boring Task / FIC,"""I desire to have an HIV-free baby"": pregnant and breastfeeding mothers' perceptions of Viral load testing and suppression in HIV care in southwestern  Uganda.",Kabami,10.1007/s44155-024-00120-1,39524078,PMC11541329,2024,Discover social science and health,S9EYW2QT,9e0e92b92988a627f57aa11afcba61a3,OK,downloaded,,,,testing,2026-08-06T22:20:46.824791+00:00
VD8ITJG2,FIC,Boring Task / FIC,"Determinants of primary healthcare providers' readiness for integration of ART services at departmental levels: A case study of Lira City and District, Uganda.",Ikwara,10.1371/journal.pone.0292545,37796961,PMC10553216,2023,PloS one,VW2LKNG2,61818c74262a115c5b1cf647c58faa77,OK,downloaded,,,,testing,2026-08-06T22:20:47.287140+00:00
EXEBP353,FIC,Boring Task / FIC,Conquering hypertension in Vietnam-solutions at grassroots level: study protocol of a cluster randomized controlled trial.,Ha,10.1186/s13063-020-04917-8,33246495,PMC7694904,2020,Trials,CDAFK2ZA,2fa2ce040d3ef7f86b69ba1f624c3cf7,OK,downloaded,,,,testing,2026-08-06T22:20:47.757614+00:00
2YE5BGIJ,FIC,Boring Task / FIC,First Aid Practices for Injured Children in Rural Ghana: A Cluster-Random Population-Based Survey.,Gyedu,10.1017/s1049023x20001430,33491619,PMC7842361,2021,Prehospital and disaster medicine,5Z5PA7PW,7c527804227381fd95e9445c295724c0,OK,downloaded,,,,testing,2026-08-06T22:20:48.358469+00:00
RRW7B69V,FIC,Boring Task / FIC,Evaluation of an integrated intervention to reduce psychological distress and intimate partner violence in refugees: Results from the Nguvu cluster randomized  feasibility trial.,Greene,10.1371/journal.pone.0252982,34143803,PMC8213126,2021,PloS one,N8L98G3D,24f607dbdb4b45cf1b43af64a8145c79,OK,downloaded,,,,testing,2026-08-06T22:20:48.815298+00:00
ZB7AARX9,FIC,Boring Task / FIC,Organizational contextual factors that predict success of a quality improvement collaborative approach to enhance integrated HIV-tuberculosis services: a  sub-study of the Scaling up TB/HIV Integration trial.,Gengiah,10.1186/s13012-021-01155-7,34535170,PMC8447673,2021,Implementation science : IS,GWH7GCSX,1b7a4e09832d3f0114f57607bc7cf874,OK,downloaded,,,,testing,2026-08-06T22:20:49.380690+00:00
558WILRC,FIC,Boring Task / FIC,A cluster-randomized controlled trial to improve the quality of integrated HIV-tuberculosis services in primary healthcareclinics in South Africa.,Gengiah,10.1002/jia2.25803,34498370,PMC8426757,2021,Journal of the International AIDS Society,2U9GWBHA,2cab0db50aedd01225c08821e95c24a3,OK,downloaded,,,,testing,2026-08-06T22:20:49.906296+00:00
66PR49YS,FIC,Boring Task / FIC,Adherence clubs and decentralized medication delivery to support patient retention and sustained viral suppression in care: Results from a  cluster-randomized evaluation of differentiated ART delivery models in South  Africa.,Fox,10.1371/journal.pmed.1002874,31335865,PMC6650049,2019,PLoS medicine,K73BYVIK,d1c7b6c3a6524a69ee31382ed1a0775e,OK,downloaded,,,,testing,2026-08-06T22:20:50.407267+00:00
84YFKR8U,FIC,Boring Task / FIC,Using Targeted mHealth Messages to Address Hypertension and Diabetes Self-Management in Cambodia: Protocol for a Clustered Randomized Controlled  Trial.,Fitzpatrick,10.2196/11614,30888330,PMC6447150,2019,JMIR research protocols,7MYWVPZ6,7f6494c77998a01491e6697f8ff98c15,OK,downloaded,,,,testing,2026-08-06T22:20:51.012478+00:00
HFN3I83D,FIC,Boring Task / FIC,Improving mental health in low-resource settings: A feasibility randomized controlled trial of a transdiagnostic psychological intervention among Burundian  refugee adolescents and their caregivers.,Fine,10.1016/j.brat.2021.103944,34392115,,2021,Behaviour research and therapy,RAXEPHW8,ab562bf609b377282318bd13687f8c4a,OK,downloaded,,,,testing,2026-08-06T22:20:51.534930+00:00
2YGU8BKG,FIC,Boring Task / FIC,Evaluation of video-assisted HPV education in government-supported clinics in Western Kenya.,Dion,10.1371/journal.pgph.0002539,38109300,PMC10727431,2023,PLOS global public health,2N43LQUT,c717f08545e28f3dd7373452b6680457,OK,downloaded,,,,testing,2026-08-06T22:20:52.043395+00:00
HDRNZ2A2,FIC,Boring Task / FIC,A behaviour change intervention with lipid-based nutrient supplements had little impact on young child feeding indicators in rural Kenya.,Byrd,10.1111/mcn.12660,30207423,PMC7199029,2019,Maternal & child nutrition,NFQR6Y43,2a5090297ebe4c9e4b0118a91aa61250,OK,downloaded,,,,testing,2026-08-06T22:20:52.671846+00:00
VWCF744D,FIC,Boring Task / FIC,"Are home gardening programs a sustainable way to improve nutrition? Lessons from a cluster-randomized controlled trial in Rufiji, Tanzania.",Blakstad,10.1016/j.foodpol.2022.102248,35431402,PMC9012451,2022,Food policy,4UGZTVB9,ac4c0903f0d25bd1629d8786ded290f9,OK,downloaded,,,,testing,2026-08-06T22:20:53.187429+00:00
8FFEB5GP,FIC,Boring Task / FIC,"Home gardening improves dietary diversity, a cluster-randomized controlled trial among Tanzanian women.",Blakstad,10.1111/mcn.13096,33241924,PMC7988851,2021,Maternal & child nutrition,JUQIVGU3,2faff687c9f4805a38bd3a11ffc359b0,OK,downloaded,,,,testing,2026-08-06T22:20:53.679652+00:00
LGQ7G4GV,FIC,Boring Task / FIC,Using mH ealth Tools to Improve Access and Coverage of People With Public Health Insurance and High Cardiovascular Disease Risk in Argentina: A Pragmatic Cluster  Randomized Trial.,Beratarrechea,10.1161/jaha.118.011799,30943824,PMC6507203,2019,Journal of the American Heart Association,8V9ETUYY,78b627213b556a74d12ac6dd3cdbe155,OK,downloaded,,,,testing,2026-08-06T22:20:54.279707+00:00
YX4B4THY,FIC,Boring Task / FIC,The Relationship Between Dietary Diversity Among Women of Reproductive Age and Agricultural Diversity in Rural Tanzania.,Bellows,10.1177/0379572119892405,31840547,PMC8023354,2020,Food and nutrition bulletin,CC6EIEQS,2e5f813aa06bbc028bb6b91fab5f178c,OK,downloaded,,,,testing,2026-08-06T22:20:54.798429+00:00
PKIU84XT,FIC,Boring Task / FIC,A situation analysis of competences of research ethics committee members regarding review of research protocols with complex and emerging study designs in  Uganda.,Ainembabazi,10.1186/s12910-021-00692-6,34565355,PMC8474911,2021,BMC medical ethics,UNP365EL,c58e0f2712e1bcfd63f197fd3b6d66ad,OK,downloaded,,,,testing,2026-08-06T22:20:55.266663+00:00
SBLQLVS7,FIC,Boring Task / FIC,Implementing the WHO Safe Childbirth Checklist modified for preterm birth: lessons learned and experiences from Kenya and Uganda.,Achola,10.1186/s12913-022-07650-x,35241076,PMC8896298,2022,BMC health services research,HQP3WPQJ,6b2f21f6268fd2ff2a62a83cec0c0330,OK,downloaded,,,,testing,2026-08-06T22:20:55.768975+00:00
56N7V4MC,NCATS; NCCIH,Boring Task / NCATS; Boring Task / NCCIH,Imagine HEALTH: Changes in diurnal salivary cortisol patterns following a 12-week guided imagery RCT lifestyle intervention in predominantly Latino adolescents.,Weigensberg,10.1016/j.psyneuen.2023.106053,36842257,,2023,Psychoneuroendocrinology,ZCC55BNE,76bd5a1061d7e4255d1f4b50c41cf2f7,OK,downloaded,,,,testing,2026-08-06T22:20:56.287622+00:00
5RGZSZ2C,NCATS; NCCIH,Boring Task / NCATS; Boring Task / NCCIH,Veteran Response to Dosage in Chiropractic Therapy (VERDICT): Study Protocol of a Pragmatic Randomized Trial for Chronic Low Back Pain.,Long,10.1093/pm/pnaa289,33313732,PMC7734654,2020,"Pain medicine (Malden, Mass.)",7WCG4UNM,243fcae477f061ab3ad5a1fbc8ece540,OK,downloaded,,,,testing,2026-08-06T22:20:56.803942+00:00
LAN3S567,NCATS; NCCIH,Boring Task / NCATS; Boring Task / NCCIH,Multidisciplinary integrative care versus chiropractic care for low back pain: a randomized clinical trial.,Bronfort,10.1186/s12998-022-00419-3,35232482,PMC8886833,2022,Chiropractic & manual therapies,3FF9WXDK,2ad902bbe6041e92abe46357ab56d109,OK,downloaded,,,,testing,2026-08-06T22:20:57.264675+00:00
FRHW5NA2,NCATS; NCCIH,Boring Task / NCATS; Boring Task / NCCIH,Parent-focused prevention of adolescent health risk behavior: Study protocol for a multisite cluster-randomized trial implemented in pediatric primary care.,Scheuer,10.1016/j.cct.2021.106621,34785305,PMC8802622,2022,Contemporary clinical trials,CKDT76T2,74ca85555eaaaf99061aaee8e46f8756,OK,downloaded,,,,testing,2026-08-06T22:20:57.895608+00:00
TJJRPERK,NCATS; NCCIH,Boring Task / NCATS; Boring Task / NCCIH,Using a continuum of hybrid effectiveness-implementation studies to put research-tested colorectal screening interventions into practice.,Green,10.1186/s13012-019-0903-5,31142348,PMC6542058,2019,Implementation science : IS,M4JB4QCP,b16028f76d5a736cf05128650a328ae6,OK,downloaded,,,,testing,2026-08-06T22:20:58.430370+00:00
